"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","EDU_LFS_STATUS","Education and labour force status","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",3.0067289,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.36708027,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.40946907,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.6667546,,
"BEL","Belgium","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",70.351753,,
"BEL","Belgium","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",70.84771,,
"BEL","Belgium","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",69.910912,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",43.705994,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",51.466309,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",37.186356,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.5934004,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",25.683144,,
"BEL","Belgium","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",23.280663,,
"BEL","Belgium","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",29.393373,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.4442993,,
"BEL","Belgium","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.7939222,,
"BEL","Belgium","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.4010222,,
"BEL","Belgium","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.9865696,,
"BEL","Belgium","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.8472062,,
"BEL","Belgium","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.1104462,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",3.2311008,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",3.7879891,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.7632449,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",4.3795071,,
"BEL","Belgium","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.7469587,,
"BEL","Belgium","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.2677071,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.67651516,,
"BEL","Belgium","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.98791647,,
"BEL","Belgium","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.78462344,,
"BEL","Belgium","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.44550073,,
"BEL","Belgium","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"c","Data below the publication limit"
"BEL","Belgium","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.60240966,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.26551178,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"c","Data below the publication limit"
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.42061764,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"m","Missing data"
"BEL","Belgium","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"m","Missing data"
"BEL","Belgium","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"m","Missing data"
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"m","Missing data"
"BEL","Belgium","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"m","Missing data"
"BEL","Belgium","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"m","Missing data"
